fm_id,id,name,vintageYear,regions,sectors,strategies,fundSize.amount,fundSize.currency,targetFundSize.amount,targetFundSize.currency
11984,4061,Pemberton European Mid-Market Debt Fund I,2015.0,Western Europe,Financial Services,Mezzanine / Debt,1195000000.0,EUR,1000000000.0,EUR
11984,4061,Pemberton European Mid-Market Debt Fund I,2015.0,Western Europe,Healthcare,Mezzanine / Debt,1195000000.0,EUR,1000000000.0,EUR
11984,4061,Pemberton European Mid-Market Debt Fund I,2015.0,Western Europe,Leisure,Mezzanine / Debt,1195000000.0,EUR,1000000000.0,EUR
11984,4061,Pemberton European Mid-Market Debt Fund I,2015.0,Western Europe,TMT,Mezzanine / Debt,1195000000.0,EUR,1000000000.0,EUR
11984,37435,Pemberton UK Mid-Market Direct Lending Fund,2016.0,Western Europe,Diversified,Mezzanine / Debt,360000000.0,GBP,500000000.0,GBP
11984,42579,Pemberton European Mid-Market Debt Fund II,2017.0,Central/Eastern Europe,Diversified,Mezzanine / Debt,3056000000.0,EUR,2500000000.0,EUR
11984,42579,Pemberton European Mid-Market Debt Fund II,2017.0,Western Europe,Diversified,Mezzanine / Debt,3056000000.0,EUR,2500000000.0,EUR
11984,42580,Pemberton Strategic Credit Opportunities Fund I,2017.0,Central/Eastern Europe,Diversified,Mezzanine / Debt,942000000.0,EUR,1000000000.0,EUR
11984,42580,Pemberton Strategic Credit Opportunities Fund I,2017.0,Western Europe,Diversified,Mezzanine / Debt,942000000.0,EUR,1000000000.0,EUR
11984,44330,Pemberton Receivables Strategy,2020.0,Asia-Pacific,Diversified,Mezzanine / Debt,111000000.0,EUR,0.0,EUR
11984,44330,Pemberton Receivables Strategy,2020.0,Central/Eastern Europe,Diversified,Mezzanine / Debt,111000000.0,EUR,0.0,EUR
11984,44330,Pemberton Receivables Strategy,2020.0,Latin America,Diversified,Mezzanine / Debt,111000000.0,EUR,0.0,EUR
11984,44330,Pemberton Receivables Strategy,2020.0,Middle East/Africa,Diversified,Mezzanine / Debt,111000000.0,EUR,0.0,EUR
11984,44330,Pemberton Receivables Strategy,2020.0,North America,Diversified,Mezzanine / Debt,111000000.0,EUR,0.0,EUR
11984,44330,Pemberton Receivables Strategy,2020.0,Western Europe,Diversified,Mezzanine / Debt,111000000.0,EUR,0.0,EUR
11984,50896,Pemberton Strategic Credit Opportunities Fund II,2020.0,Central/Eastern Europe,Diversified,Mezzanine / Debt,1750000000.0,EUR,2000000000.0,EUR
11984,50896,Pemberton Strategic Credit Opportunities Fund II,2020.0,Western Europe,Diversified,Mezzanine / Debt,1750000000.0,EUR,2000000000.0,EUR
11984,51703,Pemberton Mid-Market III,2020.0,Central/Eastern Europe,Diversified,Mezzanine / Debt,782000000.0,USD,3000000000.0,USD
11984,51703,Pemberton Mid-Market III,2020.0,Western Europe,Diversified,Mezzanine / Debt,782000000.0,USD,3000000000.0,USD
11984,52734,European Senior Loan Strategy,2020.0,Central/Eastern Europe,Diversified,Mezzanine / Debt,900000000.0,EUR,2500000000.0,EUR
11984,52734,European Senior Loan Strategy,2020.0,Western Europe,Diversified,Mezzanine / Debt,900000000.0,EUR,2500000000.0,EUR
14522,29147,PivotNorth Fund I,2011.0,North America,TMT,Venture Capital / Growth Equity,35000000.0,USD,35000000.0,USD
14522,29208,PivotNorth Fund II,2013.0,North America,TMT,Venture Capital / Growth Equity,35000000.0,USD,35000000.0,USD
14522,37994,PivotNorth Fund III,2016.0,North America,Consumer Goods,Venture Capital / Growth Equity,35000000.0,USD,0.0,USD
14522,37994,PivotNorth Fund III,2016.0,North America,TMT,Venture Capital / Growth Equity,35000000.0,USD,0.0,USD
14522,44621,PivotNorth Early Fund I,2019.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
14522,49275,PivotNorth Fund IV,2019.0,North America,Consumer Goods,Venture Capital / Growth Equity,0.0,USD,0.0,USD
14522,49275,PivotNorth Fund IV,2019.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16237,32979,Coatue Private Fund II,2015.0,North America,TMT,Venture Capital / Growth Equity,543920000.0,USD,750000000.0,USD
16237,40519,Coatue Kona III,2016.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16237,61561,Coatue CT 138,2022.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16237,61628,Coatue CT 140,2022.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16237,61678,Coatue CT 139,2022.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16237,55850,Coatue Growth V,2021.0,North America,TMT,Venture Capital / Growth Equity,3870000000.0,USD,0.0,USD
16237,55901,Coatue US 48,2021.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16237,60861,Coatue CT 135,2021.0,North America,TMT,Venture Capital / Growth Equity,26000000.0,USD,0.0,USD
16237,61254,Coatue CT 136,2021.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16237,61275,Coatue CT 137,2022.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16237,54211,Coatue CT 88,2020.0,North America,TMT,Venture Capital / Growth Equity,118740000.0,USD,0.0,USD
16237,54217,Coatue CT 90,2020.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16237,54317,Coatue CT 91,2020.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16237,54582,Coatue CT 94,2021.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16237,55515,Coatue Ventures II,2021.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16237,50912,Coatue CT XXIV,2018.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16237,50913,Coatue CT XXVI,2018.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16237,50914,Coatue CT XXX,2018.0,North America,TMT,Venture Capital / Growth Equity,249990000.0,USD,0.0,USD
16237,50915,Coatue CT XXXVI,2018.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16237,50916,Coatue CT 42,2019.0,North America,TMT,Venture Capital / Growth Equity,41460000.0,USD,0.0,USD
16237,50917,Coatue CT 46,2019.0,North America,TMT,Venture Capital / Growth Equity,386010000.0,USD,0.0,USD
16237,44163,Coatue Early Stage Fund,2018.0,North America,TMT,Venture Capital / Growth Equity,706500000.0,USD,500000000.0,USD
16237,44622,Coatue Early Stage Fund Private Investors,2019.0,North America,TMT,Venture Capital / Growth Equity,197000000.0,USD,0.0,USD
16237,48577,Coatue Growth IV,2019.0,North America,TMT,Venture Capital / Growth Equity,2580000000.0,USD,1600000000.0,USD
16237,50453,Coatue Opportunity Fund I,2020.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16237,50910,Coatue CT XIII,2016.0,North America,TMT,Venture Capital / Growth Equity,150470000.0,USD,150470000.0,USD
16237,50911,Coatue CT XXI,2017.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
14468,28961,FlashStarts Partners Fund I,2013.0,North America,TMT,Venture Capital / Growth Equity,1140000.0,USD,1900000.0,USD
14468,43045,Flashstarts Partners Fund 2014,2014.0,North America,TMT,Venture Capital / Growth Equity,400000.0,USD,2500000.0,USD
14468,43046,Flashstarts Partners Fund 2015,2015.0,North America,TMT,Venture Capital / Growth Equity,700000.0,USD,2500000.0,USD
14468,43047,Flashstarts Partners Fund 2016,2016.0,North America,TMT,Venture Capital / Growth Equity,700000.0,USD,1000000.0,USD
14468,43048,Flashstarts Cleveland 200 Fund,2017.0,North America,TMT,Venture Capital / Growth Equity,885000.0,USD,5000000.0,USD
14468,44723,Flashstarts Blockchain Fund,2019.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,6000000.0,USD
10317,30819,Harmony Partners Fund I,2011.0,North America,TMT,Venture Capital / Growth Equity,20500000.0,USD,30000000.0,USD
10317,30820,Harmony Partners II,2014.0,North America,TMT,Venture Capital / Growth Equity,85000000.0,USD,75000000.0,USD
10317,32984,Harmony Partners II Co-Investment,2014.0,North America,TMT,Fund of Funds / Co-Investment,30000000.0,USD,30000000.0,USD
10317,35794,Harmony Partners III,2016.0,North America,TMT,Venture Capital / Growth Equity,105000000.0,USD,100000000.0,USD
10317,44727,Harmony Partners IV,2019.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,125000000.0,USD
19412,51071,Light Street Beacon Co-Invest 2,2019.0,North America,TMT,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
19412,53504,Light Street SPV6,2020.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
19412,56287,Light Street Beacon II,2021.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,350000000.0,USD
19412,56288,Light Street Beacon Co-Invest 1,2018.0,North America,TMT,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
19412,44737,Light Street Beacon I,2019.0,North America,TMT,Venture Capital / Growth Equity,56900000.0,USD,250000000.0,USD
19412,44738,Light Street Beacon Principals I,2019.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,20000000.0,USD
19412,46857,Light Street Beacon Co-Invest 3,2019.0,North America,TMT,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
19412,48346,Light Street Beacon Co-Invest 4,2019.0,North America,TMT,Fund of Funds / Co-Investment,611000000.0,USD,0.0,USD
13173,26177,LKCM Headwater Investments I,2010.0,North America,Diversified,Buyout / Corporate Private Equity,220000000.0,USD,0.0,USD
13173,44768,LKCM Headwater Investments III,2019.0,North America,Diversified,Buyout / Corporate Private Equity,600000000.0,USD,0.0,USD
13173,58826,LKCM Headwater PM Co-Investment Partnership,2021.0,North America,Diversified,Fund of Funds / Co-Investment,136120000.0,USD,0.0,USD
13173,32741,LKCM Headwater Investments II,2015.0,North America,Diversified,Buyout / Corporate Private Equity,385000000.0,USD,0.0,USD
13173,40404,LKCM Headwater II Sidecar Partnership,2017.0,North America,Diversified,Buyout / Corporate Private Equity,165540000.0,USD,0.0,USD
5348,3463,QS PEP 2012,2012.0,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,150000000.0,USD,200000000.0,USD
5348,3463,QS PEP 2012,2012.0,North America,Diversified,Fund of Funds / Co-Investment,150000000.0,USD,200000000.0,USD
5348,3463,QS PEP 2012,2012.0,Western Europe,Diversified,Fund of Funds / Co-Investment,150000000.0,USD,200000000.0,USD
5348,4180,QS PEP 2011,2012.0,North America,Diversified,Fund of Funds / Co-Investment,157000000.0,USD,150000000.0,USD
5348,4180,QS PEP 2011,2012.0,Western Europe,Diversified,Fund of Funds / Co-Investment,157000000.0,USD,150000000.0,USD
5348,4181,QS Direct Small Investments 2,2012.0,Asia-Pacific,Diversified,Buyout / Corporate Private Equity,145000000.0,USD,0.0,USD
5348,4181,QS Direct Small Investments 2,2012.0,Central/Eastern Europe,Diversified,Buyout / Corporate Private Equity,145000000.0,USD,0.0,USD
5348,4181,QS Direct Small Investments 2,2012.0,Latin America,Diversified,Buyout / Corporate Private Equity,145000000.0,USD,0.0,USD
5348,4181,QS Direct Small Investments 2,2012.0,Middle East/Africa,Diversified,Buyout / Corporate Private Equity,145000000.0,USD,0.0,USD
5348,4181,QS Direct Small Investments 2,2012.0,North America,Diversified,Buyout / Corporate Private Equity,145000000.0,USD,0.0,USD
5348,4181,QS Direct Small Investments 2,2012.0,Western Europe,Diversified,Buyout / Corporate Private Equity,145000000.0,USD,0.0,USD
5348,9535,Quilvest Ventures II,2007.0,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,120000000.0,USD,0.0,USD
5348,9535,Quilvest Ventures II,2007.0,North America,Diversified,Fund of Funds / Co-Investment,120000000.0,USD,0.0,USD
5348,9535,Quilvest Ventures II,2007.0,Western Europe,Diversified,Fund of Funds / Co-Investment,120000000.0,USD,0.0,USD
5348,27055,QS GEO PEP II,2011.0,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,330000000.0,USD,0.0,USD
5348,27055,QS GEO PEP II,2011.0,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,330000000.0,USD,0.0,USD
5348,27055,QS GEO PEP II,2011.0,Latin America,Diversified,Fund of Funds / Co-Investment,330000000.0,USD,0.0,USD
5348,27055,QS GEO PEP II,2011.0,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,330000000.0,USD,0.0,USD
5348,28311,QS PEP Core,2013.0,North America,Diversified,Fund of Funds / Co-Investment,80000000.0,USD,400000000.0,USD
5348,28311,QS PEP Core,2013.0,Western Europe,Diversified,Fund of Funds / Co-Investment,80000000.0,USD,400000000.0,USD
5348,28505,QS Capital Strategies,2013.0,North America,Diversified,Mezzanine / Debt,80000000.0,USD,0.0,USD
5348,44785,QS Club Fund II,2019.0,North America,Diversified,Buyout / Corporate Private Equity,0.0,USD,30000000.0,USD
5348,44785,QS Club Fund II,2019.0,Western Europe,Diversified,Buyout / Corporate Private Equity,0.0,USD,30000000.0,USD
5348,48569,QS PE-DM Opportunities II US,2019.0,North America,Diversified,Buyout / Corporate Private Equity,0.0,USD,300000000.0,USD
5348,49407,QS Capital Strategies II,2019.0,North America,Diversified,Mezzanine / Debt,43900000.0,USD,100000000.0,USD
5348,9785,QPE PEP 2006,2006.0,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,20600000.0,USD,0.0,USD
5348,9785,QPE PEP 2006,2006.0,North America,Diversified,Fund of Funds / Co-Investment,20600000.0,USD,0.0,USD
5348,9785,QPE PEP 2006,2006.0,Western Europe,Diversified,Fund of Funds / Co-Investment,20600000.0,USD,0.0,USD
5348,9823,QOL PEP 2003,2003.0,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,32900000.0,USD,0.0,USD
5348,9823,QOL PEP 2003,2003.0,North America,Diversified,Fund of Funds / Co-Investment,32900000.0,USD,0.0,USD
5348,9823,QOL PEP 2003,2003.0,Western Europe,Diversified,Fund of Funds / Co-Investment,32900000.0,USD,0.0,USD
5348,10242,QOL PEP 2004,2004.0,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,31100000.0,USD,0.0,USD
5348,10242,QOL PEP 2004,2004.0,North America,Diversified,Fund of Funds / Co-Investment,31100000.0,USD,0.0,USD
5348,10242,QOL PEP 2004,2004.0,Western Europe,Diversified,Fund of Funds / Co-Investment,31100000.0,USD,0.0,USD
5348,10390,QPE PEP 2007,2007.0,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,20700000.0,USD,0.0,USD
5348,10390,QPE PEP 2007,2007.0,North America,Diversified,Fund of Funds / Co-Investment,20700000.0,USD,0.0,USD
5348,10390,QPE PEP 2007,2007.0,Western Europe,Diversified,Fund of Funds / Co-Investment,20700000.0,USD,0.0,USD
5348,10702,QS PEP 2002,2002.0,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,35300000.0,USD,0.0,USD
5348,10702,QS PEP 2002,2002.0,North America,Diversified,Fund of Funds / Co-Investment,35300000.0,USD,0.0,USD
5348,10702,QS PEP 2002,2002.0,Western Europe,Diversified,Fund of Funds / Co-Investment,35300000.0,USD,0.0,USD
5348,10845,QOL PEP 2005,2005.0,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,35800000.0,USD,0.0,USD
5348,10845,QOL PEP 2005,2005.0,North America,Diversified,Fund of Funds / Co-Investment,35800000.0,USD,0.0,USD
5348,10845,QOL PEP 2005,2005.0,Western Europe,Diversified,Fund of Funds / Co-Investment,35800000.0,USD,0.0,USD
12377,1177,Golden Seeds Fund,2008.0,North America,Biotech / Life Science,Venture Capital / Growth Equity,3800000.0,USD,10000000.0,USD
12377,1177,Golden Seeds Fund,2008.0,North America,Consumer Goods,Venture Capital / Growth Equity,3800000.0,USD,10000000.0,USD
12377,1177,Golden Seeds Fund,2008.0,North America,TMT,Venture Capital / Growth Equity,3800000.0,USD,10000000.0,USD
12377,1178,Golden Seeds Fund 2,2011.0,North America,Biotech / Life Science,Venture Capital / Growth Equity,31400000.0,USD,10000000.0,USD
12377,1178,Golden Seeds Fund 2,2011.0,North America,Consumer Goods,Venture Capital / Growth Equity,31400000.0,USD,10000000.0,USD
12377,1178,Golden Seeds Fund 2,2011.0,North America,TMT,Venture Capital / Growth Equity,31400000.0,USD,10000000.0,USD
12377,40036,Golden Seeds Innovate NY Fund,2011.0,North America,Biotech / Life Science,Venture Capital / Growth Equity,0.0,USD,0.0,USD
12377,40036,Golden Seeds Innovate NY Fund,2011.0,North America,Consumer Goods,Venture Capital / Growth Equity,0.0,USD,0.0,USD
12377,40036,Golden Seeds Innovate NY Fund,2011.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
12377,44854,Golden Seeds Venture Fund,2019.0,North America,Business Services,Venture Capital / Growth Equity,7000000.0,USD,0.0,USD
12377,44854,Golden Seeds Venture Fund,2019.0,North America,Consumer Goods,Venture Capital / Growth Equity,7000000.0,USD,0.0,USD
12377,44854,Golden Seeds Venture Fund,2019.0,North America,TMT,Venture Capital / Growth Equity,7000000.0,USD,0.0,USD
13554,44961,Hontai Capital Fund I,2019.0,Asia-Pacific,Biotech / Life Science,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
13554,44961,Hontai Capital Fund I,2019.0,Asia-Pacific,TMT,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
13554,44961,Hontai Capital Fund I,2019.0,Central/Eastern Europe,Biotech / Life Science,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
13554,44961,Hontai Capital Fund I,2019.0,Central/Eastern Europe,TMT,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
13554,44961,Hontai Capital Fund I,2019.0,Middle East/Africa,Biotech / Life Science,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
13554,44961,Hontai Capital Fund I,2019.0,Middle East/Africa,TMT,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
13554,44961,Hontai Capital Fund I,2019.0,North America,Biotech / Life Science,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
13554,44961,Hontai Capital Fund I,2019.0,North America,TMT,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
13554,44961,Hontai Capital Fund I,2019.0,Western Europe,Biotech / Life Science,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
13554,44961,Hontai Capital Fund I,2019.0,Western Europe,TMT,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
8330,2995,Goode Partners Consumer Fund II,2012.0,North America,Consumer Goods,Buyout / Corporate Private Equity,40250000.0,USD,300000000.0,USD
8330,8651,Goode Partners Consumer Fund I,2006.0,North America,Consumer Goods,Buyout / Corporate Private Equity,225000000.0,USD,225000000.0,USD
8330,35484,Goode Partners Consumer Fund III,2015.0,North America,Consumer Goods,Buyout / Corporate Private Equity,200150000.0,USD,300000000.0,USD
8330,44972,Goode Partners Consumer Fund IV,2019.0,North America,Consumer Goods,Buyout / Corporate Private Equity,0.0,USD,250000000.0,USD
6862,5297,Harbour Group Investments III,1993.0,North America,Other,Buyout / Corporate Private Equity,250000000.0,USD,0.0,USD
6862,8701,Harbour Group Investments,1984.0,North America,Other,Buyout / Corporate Private Equity,0.0,USD,0.0,USD
6862,15871,Harbour Group Investments IV,1999.0,North America,Other,Buyout / Corporate Private Equity,354000000.0,USD,0.0,USD
6862,24154,Harbour Group Investments VI,2012.0,North America,Other,Buyout / Corporate Private Equity,672000000.0,USD,750000000.0,USD
6862,24155,Harbour Group Investments V,2006.0,North America,Other,Buyout / Corporate Private Equity,500000000.0,USD,500000000.0,USD
6862,44973,Harbour Group Investments VII,2019.0,North America,Other,Buyout / Corporate Private Equity,0.0,USD,700000000.0,USD
6701,1335,TPG Growth II,2011.0,Asia-Pacific,Clean Tech / Renewable,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,Asia-Pacific,Consumer Goods,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,Asia-Pacific,Energy / Oil & Gas,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,Asia-Pacific,Healthcare,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,Asia-Pacific,Industrials,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,Asia-Pacific,Leisure,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,Asia-Pacific,Retail,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,Asia-Pacific,TMT,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,Asia-Pacific,Transport,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,North America,Clean Tech / Renewable,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,North America,Consumer Goods,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,North America,Energy / Oil & Gas,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,North America,Healthcare,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,North America,Industrials,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,North America,Leisure,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,North America,Retail,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,North America,TMT,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,1335,TPG Growth II,2011.0,North America,Transport,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6701,4850,TPG Asia Partners VI,2013.0,Asia-Pacific,Diversified,Buyout / Corporate Private Equity,3300000000.0,USD,3500000000.0,USD
6701,5760,TPG Partners IV,2003.0,Asia-Pacific,Diversified,Buyout / Corporate Private Equity,5800000000.0,USD,0.0,USD
6701,5760,TPG Partners IV,2003.0,Central/Eastern Europe,Diversified,Buyout / Corporate Private Equity,5800000000.0,USD,0.0,USD
6701,5760,TPG Partners IV,2003.0,Latin America,Diversified,Buyout / Corporate Private Equity,5800000000.0,USD,0.0,USD
6701,5760,TPG Partners IV,2003.0,Middle East/Africa,Diversified,Buyout / Corporate Private Equity,5800000000.0,USD,0.0,USD
6701,5760,TPG Partners IV,2003.0,North America,Diversified,Buyout / Corporate Private Equity,5800000000.0,USD,0.0,USD
6701,5760,TPG Partners IV,2003.0,Western Europe,Diversified,Buyout / Corporate Private Equity,5800000000.0,USD,0.0,USD
6701,6404,Newbridge Asia IV,2005.0,Asia-Pacific,Diversified,Buyout / Corporate Private Equity,1561000000.0,USD,0.0,USD
6701,6529,TPG Partners V,2006.0,Asia-Pacific,Diversified,Buyout / Corporate Private Equity,15372000000.0,USD,10000000000.0,USD
6701,6529,TPG Partners V,2006.0,Central/Eastern Europe,Diversified,Buyout / Corporate Private Equity,15372000000.0,USD,10000000000.0,USD
6701,6529,TPG Partners V,2006.0,Latin America,Diversified,Buyout / Corporate Private Equity,15372000000.0,USD,10000000000.0,USD
