fund_id,fund_name,fund_manager,open_date,strategy,region,vintage_year,target_size,currency,sector
43446,Volunteer Park Capital,Goodhart Partners,2019-8,Mezzanine ,North America ,2019,200000000.0,USD,Diversified
44330,Pemberton Receivables Strategy,Pemberton Asset Management,2020-0, Debt, Asia-Pacific ,2020,,,Diversified
44330,Pemberton Receivables Strategy,Pemberton Asset Management,2020-0, Debt, Latin America ,2020,,,Diversified
44330,Pemberton Receivables Strategy,Pemberton Asset Management,2020-0, Debt, Middle East,2020,,,Diversified
44330,Pemberton Receivables Strategy,Pemberton Asset Management,2020-0, Debt, North America ,2020,,,Diversified
44330,Pemberton Receivables Strategy,Pemberton Asset Management,2020-0, Debt, Western Europe,2020,,,Diversified
44330,Pemberton Receivables Strategy,Pemberton Asset Management,2020-0, Debt,Africa ,2020,,,Diversified
44330,Pemberton Receivables Strategy,Pemberton Asset Management,2020-0, Debt,Central,2020,,,Diversified
44330,Pemberton Receivables Strategy,Pemberton Asset Management,2020-0, Debt,Eastern Europe ,2020,,,Diversified
44330,Pemberton Receivables Strategy,Pemberton Asset Management,2020-0,Mezzanine , Asia-Pacific ,2020,,,Diversified
44330,Pemberton Receivables Strategy,Pemberton Asset Management,2020-0,Mezzanine , Latin America ,2020,,,Diversified
44330,Pemberton Receivables Strategy,Pemberton Asset Management,2020-0,Mezzanine , Middle East,2020,,,Diversified
44330,Pemberton Receivables Strategy,Pemberton Asset Management,2020-0,Mezzanine , North America ,2020,,,Diversified
44330,Pemberton Receivables Strategy,Pemberton Asset Management,2020-0,Mezzanine , Western Europe,2020,,,Diversified
44330,Pemberton Receivables Strategy,Pemberton Asset Management,2020-0,Mezzanine ,Africa ,2020,,,Diversified
44330,Pemberton Receivables Strategy,Pemberton Asset Management,2020-0,Mezzanine ,Central,2020,,,Diversified
44330,Pemberton Receivables Strategy,Pemberton Asset Management,2020-0,Mezzanine ,Eastern Europe ,2020,,,Diversified
44621,PivotNorth Early Fund I,PivotNorth Capital,2019-1, Growth Equity,North America,2019,,,TMT
44621,PivotNorth Early Fund I,PivotNorth Capital,2019-1,Venture Capital ,North America,2019,,,TMT
44622,Coatue Early Stage Fund Private Investors,Coatue Management,2018-12, Growth Equity,North America,2019,,,TMT
44622,Coatue Early Stage Fund Private Investors,Coatue Management,2018-12,Venture Capital ,North America,2019,,,TMT
44678,Cloverlay Fund II,Cloverlay,2019-4,Secondaries,North America,2019,400000000.0,USD,TMT
44723,Flashstarts Blockchain Fund,FlashStarts,2019-1, Growth Equity,North America,2019,6000000.0,USD,TMT
44723,Flashstarts Blockchain Fund,FlashStarts,2019-1,Venture Capital ,North America,2019,6000000.0,USD,TMT
44727,Harmony Partners IV,Harmony Partners,2019-1, Growth Equity,North America,2019,125000000.0,USD,TMT
44727,Harmony Partners IV,Harmony Partners,2019-1,Venture Capital ,North America,2019,125000000.0,USD,TMT
44738,Light Street Beacon Principals I,Light Street Capital,2019-1, Growth Equity,North America,2019,20000000.0,USD,TMT
44738,Light Street Beacon Principals I,Light Street Capital,2019-1,Venture Capital ,North America,2019,20000000.0,USD,TMT
44768,LKCM Headwater Investments III,Luther King Capital Management,2019-1, Corporate Private Equity,North America,2019,,,Diversified
44768,LKCM Headwater Investments III,Luther King Capital Management,2019-1,Buyout ,North America,2019,,,Diversified
44785,QS Club Fund II,Quilvest,2019-1, Corporate Private Equity, Western Europe,2019,30000000.0,USD,Diversified
44785,QS Club Fund II,Quilvest,2019-1, Corporate Private Equity,North America ,2019,30000000.0,USD,Diversified
44785,QS Club Fund II,Quilvest,2019-1,Buyout , Western Europe,2019,30000000.0,USD,Diversified
44785,QS Club Fund II,Quilvest,2019-1,Buyout ,North America ,2019,30000000.0,USD,Diversified
44854,Golden Seeds Venture Fund,Golden Seeds,2019-1, Growth Equity,North America,2019,,,Consumer Goods 
44854,Golden Seeds Venture Fund,Golden Seeds,2019-1, Growth Equity,North America,2019,,, Business Services 
44854,Golden Seeds Venture Fund,Golden Seeds,2019-1, Growth Equity,North America,2019,,, TMT
44854,Golden Seeds Venture Fund,Golden Seeds,2019-1,Venture Capital ,North America,2019,,,Consumer Goods 
44854,Golden Seeds Venture Fund,Golden Seeds,2019-1,Venture Capital ,North America,2019,,, Business Services 
44854,Golden Seeds Venture Fund,Golden Seeds,2019-1,Venture Capital ,North America,2019,,, TMT
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity, Asia-Pacific ,2019,300000000.0,USD,Biotech 
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity, Asia-Pacific ,2019,300000000.0,USD, Life Science 
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity, Asia-Pacific ,2019,300000000.0,USD, TMT
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity, Central,2019,300000000.0,USD,Biotech 
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity, Central,2019,300000000.0,USD, Life Science 
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity, Central,2019,300000000.0,USD, TMT
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity, North America,2019,300000000.0,USD,Biotech 
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity, North America,2019,300000000.0,USD, Life Science 
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity, North America,2019,300000000.0,USD, TMT
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity, Western Europe ,2019,300000000.0,USD,Biotech 
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity, Western Europe ,2019,300000000.0,USD, Life Science 
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity, Western Europe ,2019,300000000.0,USD, TMT
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity,Africa ,2019,300000000.0,USD,Biotech 
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity,Africa ,2019,300000000.0,USD, Life Science 
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity,Africa ,2019,300000000.0,USD, TMT
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity,Eastern Europe ,2019,300000000.0,USD,Biotech 
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity,Eastern Europe ,2019,300000000.0,USD, Life Science 
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity,Eastern Europe ,2019,300000000.0,USD, TMT
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity,Middle East,2019,300000000.0,USD,Biotech 
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity,Middle East,2019,300000000.0,USD, Life Science 
44961,Hontai Capital Fund I,Orient Securities,2019-1, Growth Equity,Middle East,2019,300000000.0,USD, TMT
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital , Asia-Pacific ,2019,300000000.0,USD,Biotech 
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital , Asia-Pacific ,2019,300000000.0,USD, Life Science 
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital , Asia-Pacific ,2019,300000000.0,USD, TMT
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital , Central,2019,300000000.0,USD,Biotech 
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital , Central,2019,300000000.0,USD, Life Science 
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital , Central,2019,300000000.0,USD, TMT
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital , North America,2019,300000000.0,USD,Biotech 
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital , North America,2019,300000000.0,USD, Life Science 
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital , North America,2019,300000000.0,USD, TMT
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital , Western Europe ,2019,300000000.0,USD,Biotech 
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital , Western Europe ,2019,300000000.0,USD, Life Science 
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital , Western Europe ,2019,300000000.0,USD, TMT
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital ,Africa ,2019,300000000.0,USD,Biotech 
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital ,Africa ,2019,300000000.0,USD, Life Science 
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital ,Africa ,2019,300000000.0,USD, TMT
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital ,Eastern Europe ,2019,300000000.0,USD,Biotech 
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital ,Eastern Europe ,2019,300000000.0,USD, Life Science 
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital ,Eastern Europe ,2019,300000000.0,USD, TMT
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital ,Middle East,2019,300000000.0,USD,Biotech 
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital ,Middle East,2019,300000000.0,USD, Life Science 
44961,Hontai Capital Fund I,Orient Securities,2019-1,Venture Capital ,Middle East,2019,300000000.0,USD, TMT
44972,Goode Partners Consumer Fund IV,Goode Partners,2019-0, Corporate Private Equity,North America,2019,250000000.0,USD,Consumer Goods
44972,Goode Partners Consumer Fund IV,Goode Partners,2019-0,Buyout ,North America,2019,250000000.0,USD,Consumer Goods
44973,Harbour Group Investments VII,Harbour Group,2019-0, Corporate Private Equity,North America,2019,700000000.0,USD,Other
44973,Harbour Group Investments VII,Harbour Group,2019-0,Buyout ,North America,2019,700000000.0,USD,Other
45001,TPG Tech Adjacencies FOF-L,TPG,2019-1, Co-Investment,North America,2019,,,TMT
45001,TPG Tech Adjacencies FOF-L,TPG,2019-1,Fund of Funds ,North America,2019,,,TMT
45039,LaunchNY Seed Fund I,Launch NY,2019-1, Growth Equity,North America,2019,10000000.0,USD,Biotech 
45039,LaunchNY Seed Fund I,Launch NY,2019-1, Growth Equity,North America,2019,10000000.0,USD, Life Science 
45039,LaunchNY Seed Fund I,Launch NY,2019-1, Growth Equity,North America,2019,10000000.0,USD, Consumer Goods 
45039,LaunchNY Seed Fund I,Launch NY,2019-1, Growth Equity,North America,2019,10000000.0,USD, Clean Tech 
45039,LaunchNY Seed Fund I,Launch NY,2019-1, Growth Equity,North America,2019,10000000.0,USD, Renewable 
45039,LaunchNY Seed Fund I,Launch NY,2019-1, Growth Equity,North America,2019,10000000.0,USD, Healthcare 
45039,LaunchNY Seed Fund I,Launch NY,2019-1, Growth Equity,North America,2019,10000000.0,USD, TMT
45039,LaunchNY Seed Fund I,Launch NY,2019-1,Venture Capital ,North America,2019,10000000.0,USD,Biotech 
45039,LaunchNY Seed Fund I,Launch NY,2019-1,Venture Capital ,North America,2019,10000000.0,USD, Life Science 
45039,LaunchNY Seed Fund I,Launch NY,2019-1,Venture Capital ,North America,2019,10000000.0,USD, Consumer Goods 
45039,LaunchNY Seed Fund I,Launch NY,2019-1,Venture Capital ,North America,2019,10000000.0,USD, Clean Tech 
45039,LaunchNY Seed Fund I,Launch NY,2019-1,Venture Capital ,North America,2019,10000000.0,USD, Renewable 
45039,LaunchNY Seed Fund I,Launch NY,2019-1,Venture Capital ,North America,2019,10000000.0,USD, Healthcare 
45039,LaunchNY Seed Fund I,Launch NY,2019-1,Venture Capital ,North America,2019,10000000.0,USD, TMT
45092,Third Prime Alpha Fund II,Third Prime,2019-2, Growth Equity,North America,2019,60000000.0,USD,Diversified
45092,Third Prime Alpha Fund II,Third Prime,2019-2,Venture Capital ,North America,2019,60000000.0,USD,Diversified
45097,Align Impact Fund II,PPB Capital Partners,2019-1, Co-Investment,North America,2019,,,Diversified
45097,Align Impact Fund II,PPB Capital Partners,2019-1,Fund of Funds ,North America,2019,,,Diversified
45129,Sonoma Brands Fund III,Sonoma Brands,2019-3, Growth Equity,North America,2019,,,Consumer Goods
45129,Sonoma Brands Fund III,Sonoma Brands,2019-3,Venture Capital ,North America,2019,,,Consumer Goods
45147,Quake Seed Capital Fund III,Quake Capital,2019-1, Growth Equity,North America,2019,100000000.0,USD,Diversified
45147,Quake Seed Capital Fund III,Quake Capital,2019-1,Venture Capital ,North America,2019,100000000.0,USD,Diversified
45187,Special Opportunities Fund VII,Precision Capital,2019-1, Co-Investment, North America,2019,,,Diversified
45187,Special Opportunities Fund VII,Precision Capital,2019-1, Co-Investment,Western Europe ,2019,,,Diversified
45187,Special Opportunities Fund VII,Precision Capital,2019-1,Fund of Funds , North America,2019,,,Diversified
45187,Special Opportunities Fund VII,Precision Capital,2019-1,Fund of Funds ,Western Europe ,2019,,,Diversified
45197,Stone-Goff Partners III,Stone-Goff Partners,2019-8, Corporate Private Equity,North America,2019,175000000.0,USD,Consumer Goods 
45197,Stone-Goff Partners III,Stone-Goff Partners,2019-8, Corporate Private Equity,North America,2019,175000000.0,USD, Business Services 
45197,Stone-Goff Partners III,Stone-Goff Partners,2019-8, Corporate Private Equity,North America,2019,175000000.0,USD, Other
45197,Stone-Goff Partners III,Stone-Goff Partners,2019-8,Buyout ,North America,2019,175000000.0,USD,Consumer Goods 
45197,Stone-Goff Partners III,Stone-Goff Partners,2019-8,Buyout ,North America,2019,175000000.0,USD, Business Services 
45197,Stone-Goff Partners III,Stone-Goff Partners,2019-8,Buyout ,North America,2019,175000000.0,USD, Other
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1, Growth Equity, Asia-Pacific ,2019,150000000.0,USD,Biotech 
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1, Growth Equity, Asia-Pacific ,2019,150000000.0,USD, Life Science 
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1, Growth Equity, Asia-Pacific ,2019,150000000.0,USD, TMT
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1, Growth Equity, North America,2019,150000000.0,USD,Biotech 
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1, Growth Equity, North America,2019,150000000.0,USD, Life Science 
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1, Growth Equity, North America,2019,150000000.0,USD, TMT
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1, Growth Equity,Western Europe ,2019,150000000.0,USD,Biotech 
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1, Growth Equity,Western Europe ,2019,150000000.0,USD, Life Science 
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1, Growth Equity,Western Europe ,2019,150000000.0,USD, TMT
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1,Venture Capital , Asia-Pacific ,2019,150000000.0,USD,Biotech 
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1,Venture Capital , Asia-Pacific ,2019,150000000.0,USD, Life Science 
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1,Venture Capital , Asia-Pacific ,2019,150000000.0,USD, TMT
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1,Venture Capital , North America,2019,150000000.0,USD,Biotech 
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1,Venture Capital , North America,2019,150000000.0,USD, Life Science 
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1,Venture Capital , North America,2019,150000000.0,USD, TMT
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1,Venture Capital ,Western Europe ,2019,150000000.0,USD,Biotech 
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1,Venture Capital ,Western Europe ,2019,150000000.0,USD, Life Science 
45242,NSV 2019 Opportunities Fund,New Science Ventures,2019-1,Venture Capital ,Western Europe ,2019,150000000.0,USD, TMT
45273,Bolt Energy,LS Power Group,2019-1, Corporate Private Equity,North America,2019,,,Energy 
45273,Bolt Energy,LS Power Group,2019-1, Corporate Private Equity,North America,2019,,, Oil & Gas
45273,Bolt Energy,LS Power Group,2019-1,Buyout ,North America,2019,,,Energy 
45273,Bolt Energy,LS Power Group,2019-1,Buyout ,North America,2019,,, Oil & Gas
45274,Bolt Energy (Feeder),LS Power Group,2019-1, Corporate Private Equity,North America,2019,,,Energy 
45274,Bolt Energy (Feeder),LS Power Group,2019-1, Corporate Private Equity,North America,2019,,, Oil & Gas
45274,Bolt Energy (Feeder),LS Power Group,2019-1,Buyout ,North America,2019,,,Energy 
45274,Bolt Energy (Feeder),LS Power Group,2019-1,Buyout ,North America,2019,,, Oil & Gas
45277,USSC Alternative Income Fund,U.S. Strategic Capital,2019-2, Debt,North America,2019,,,Diversified
45277,USSC Alternative Income Fund,U.S. Strategic Capital,2019-2,Mezzanine ,North America,2019,,,Diversified
45321,Swiss Life Modern Aviation Investment,Tiger Infrastructure Partners,2019-2, Corporate Private Equity, Western Europe,2019,,,Transport
45321,Swiss Life Modern Aviation Investment,Tiger Infrastructure Partners,2019-2, Corporate Private Equity,North America ,2019,,,Transport
45321,Swiss Life Modern Aviation Investment,Tiger Infrastructure Partners,2019-2,Buyout , Western Europe,2019,,,Transport
45321,Swiss Life Modern Aviation Investment,Tiger Infrastructure Partners,2019-2,Buyout ,North America ,2019,,,Transport
45347,Riverstone Onyx Strategic,Riverstone Holdings,2019-2, Corporate Private Equity,North America,2019,,,Energy 
45347,Riverstone Onyx Strategic,Riverstone Holdings,2019-2, Corporate Private Equity,North America,2019,,, Oil & Gas
45347,Riverstone Onyx Strategic,Riverstone Holdings,2019-2,Buyout ,North America,2019,,,Energy 
45347,Riverstone Onyx Strategic,Riverstone Holdings,2019-2,Buyout ,North America,2019,,, Oil & Gas
45401,KKR Principal Opportunities Partnership II,KKR,2019-2, Corporate Private Equity,North America,2019,,,Diversified
45401,KKR Principal Opportunities Partnership II,KKR,2019-2,Buyout ,North America,2019,,,Diversified
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0, Growth Equity, Asia-Pacific ,2019,200000000.0,USD,Financial Services 
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0, Growth Equity, Asia-Pacific ,2019,200000000.0,USD, TMT
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0, Growth Equity, Central,2019,200000000.0,USD,Financial Services 
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0, Growth Equity, Central,2019,200000000.0,USD, TMT
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0, Growth Equity, Latin America,2019,200000000.0,USD,Financial Services 
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0, Growth Equity, Latin America,2019,200000000.0,USD, TMT
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0, Growth Equity, North America ,2019,200000000.0,USD,Financial Services 
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0, Growth Equity, North America ,2019,200000000.0,USD, TMT
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0, Growth Equity, Western Europe ,2019,200000000.0,USD,Financial Services 
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0, Growth Equity, Western Europe ,2019,200000000.0,USD, TMT
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0, Growth Equity,Africa ,2019,200000000.0,USD,Financial Services 
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0, Growth Equity,Africa ,2019,200000000.0,USD, TMT
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0, Growth Equity,Eastern Europe ,2019,200000000.0,USD,Financial Services 
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0, Growth Equity,Eastern Europe ,2019,200000000.0,USD, TMT
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0, Growth Equity,Middle East,2019,200000000.0,USD,Financial Services 
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0, Growth Equity,Middle East,2019,200000000.0,USD, TMT
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0,Venture Capital , Asia-Pacific ,2019,200000000.0,USD,Financial Services 
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0,Venture Capital , Asia-Pacific ,2019,200000000.0,USD, TMT
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0,Venture Capital , Central,2019,200000000.0,USD,Financial Services 
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0,Venture Capital , Central,2019,200000000.0,USD, TMT
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0,Venture Capital , Latin America,2019,200000000.0,USD,Financial Services 
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0,Venture Capital , Latin America,2019,200000000.0,USD, TMT
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0,Venture Capital , North America ,2019,200000000.0,USD,Financial Services 
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0,Venture Capital , North America ,2019,200000000.0,USD, TMT
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0,Venture Capital , Western Europe ,2019,200000000.0,USD,Financial Services 
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0,Venture Capital , Western Europe ,2019,200000000.0,USD, TMT
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0,Venture Capital ,Africa ,2019,200000000.0,USD,Financial Services 
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0,Venture Capital ,Africa ,2019,200000000.0,USD, TMT
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0,Venture Capital ,Eastern Europe ,2019,200000000.0,USD,Financial Services 
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0,Venture Capital ,Eastern Europe ,2019,200000000.0,USD, TMT
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0,Venture Capital ,Middle East,2019,200000000.0,USD,Financial Services 
45422,Pangea Blockchain Fund,Pangea Blockchain Fund,2019-0,Venture Capital ,Middle East,2019,200000000.0,USD, TMT
45439,Seminal Capital Partners I,Seminal Capital Holdings,2019-2, Corporate Private Equity,North America,2019,150000000.0,USD,TMT
45439,Seminal Capital Partners I,Seminal Capital Holdings,2019-2,Buyout ,North America,2019,150000000.0,USD,TMT
45478,OCS International,Providence Equity Partners,2019-3, Corporate Private Equity,North America,2019,,,Diversified
45478,OCS International,Providence Equity Partners,2019-3,Buyout ,North America,2019,,,Diversified
45489,King River Capital Venture Capital Fund I,King River Capital,2019-0, Growth Equity, North America,2019,,,TMT
45489,King River Capital Venture Capital Fund I,King River Capital,2019-0, Growth Equity,Asia-Pacific ,2019,,,TMT
45489,King River Capital Venture Capital Fund I,King River Capital,2019-0,Venture Capital , North America,2019,,,TMT
45489,King River Capital Venture Capital Fund I,King River Capital,2019-0,Venture Capital ,Asia-Pacific ,2019,,,TMT
45511,OurCrowd Medtech Fund,OurCrowd,2019-3, Growth Equity, Asia-Pacific ,2019,50000000.0,USD,Healthcare 
45511,OurCrowd Medtech Fund,OurCrowd,2019-3, Growth Equity, Asia-Pacific ,2019,50000000.0,USD, TMT
45511,OurCrowd Medtech Fund,OurCrowd,2019-3, Growth Equity, Central,2019,50000000.0,USD,Healthcare 
45511,OurCrowd Medtech Fund,OurCrowd,2019-3, Growth Equity, Central,2019,50000000.0,USD, TMT
45511,OurCrowd Medtech Fund,OurCrowd,2019-3, Growth Equity, Latin America,2019,50000000.0,USD,Healthcare 
45511,OurCrowd Medtech Fund,OurCrowd,2019-3, Growth Equity, Latin America,2019,50000000.0,USD, TMT
45511,OurCrowd Medtech Fund,OurCrowd,2019-3, Growth Equity, Middle East,2019,50000000.0,USD,Healthcare 
45511,OurCrowd Medtech Fund,OurCrowd,2019-3, Growth Equity, Middle East,2019,50000000.0,USD, TMT
45511,OurCrowd Medtech Fund,OurCrowd,2019-3, Growth Equity, North America ,2019,50000000.0,USD,Healthcare 
45511,OurCrowd Medtech Fund,OurCrowd,2019-3, Growth Equity, North America ,2019,50000000.0,USD, TMT
45511,OurCrowd Medtech Fund,OurCrowd,2019-3, Growth Equity,Africa ,2019,50000000.0,USD,Healthcare 
45511,OurCrowd Medtech Fund,OurCrowd,2019-3, Growth Equity,Africa ,2019,50000000.0,USD, TMT
45511,OurCrowd Medtech Fund,OurCrowd,2019-3, Growth Equity,Eastern Europe ,2019,50000000.0,USD,Healthcare 
45511,OurCrowd Medtech Fund,OurCrowd,2019-3, Growth Equity,Eastern Europe ,2019,50000000.0,USD, TMT
45511,OurCrowd Medtech Fund,OurCrowd,2019-3, Growth Equity,Western Europe ,2019,50000000.0,USD,Healthcare 
45511,OurCrowd Medtech Fund,OurCrowd,2019-3, Growth Equity,Western Europe ,2019,50000000.0,USD, TMT
45511,OurCrowd Medtech Fund,OurCrowd,2019-3,Venture Capital , Asia-Pacific ,2019,50000000.0,USD,Healthcare 
45511,OurCrowd Medtech Fund,OurCrowd,2019-3,Venture Capital , Asia-Pacific ,2019,50000000.0,USD, TMT
45511,OurCrowd Medtech Fund,OurCrowd,2019-3,Venture Capital , Central,2019,50000000.0,USD,Healthcare 
45511,OurCrowd Medtech Fund,OurCrowd,2019-3,Venture Capital , Central,2019,50000000.0,USD, TMT
45511,OurCrowd Medtech Fund,OurCrowd,2019-3,Venture Capital , Latin America,2019,50000000.0,USD,Healthcare 
45511,OurCrowd Medtech Fund,OurCrowd,2019-3,Venture Capital , Latin America,2019,50000000.0,USD, TMT
45511,OurCrowd Medtech Fund,OurCrowd,2019-3,Venture Capital , Middle East,2019,50000000.0,USD,Healthcare 
45511,OurCrowd Medtech Fund,OurCrowd,2019-3,Venture Capital , Middle East,2019,50000000.0,USD, TMT
45511,OurCrowd Medtech Fund,OurCrowd,2019-3,Venture Capital , North America ,2019,50000000.0,USD,Healthcare 
